,1th value,2th value,3th value,4th value,5th value,6th value,7th value,8th value,9th value,10th value,11th value,12th value,13th value,14th value,15th value,16th value,17th value,18th value,19th value,20th value,21th value,22th value,23th value,24th value,25th value,26th value,27th value,28th value,29th value,30th value,31th value,32th value,33th value,34th value,35th value,36th value,37th value,38th value,39th value,40th value,41th value,42th value,43th value,44th value,45th value,46th value,47th value,48th value,49th value,50th value,51th value,52th value,53th value,54th value,55th value,56th value,57th value,58th value,59th value,60th value,61th value,62th value,63th value,64th value,65th value,66th value,67th value,68th value,69th value,70th value,71th value,72th value,73th value,74th value,75th value,76th value,77th value,78th value,79th value,80th value,81th value,82th value,83th value,84th value,85th value,86th value,87th value,88th value,89th value,90th value,91th value,92th value,93th value,94th value,95th value,96th value,97th value,98th value,99th value,100th value,101th value,102th value,103th value,104th value,105th value,106th value,107th value,108th value,109th value,110th value,111th value,112th value,113th value,114th value,115th value,116th value,117th value,118th value,119th value,120th value,121th value,122th value,123th value,124th value,125th value,126th value,127th value,128th value,129th value,130th value,131th value,132th value,133th value,134th value,135th value,136th value,137th value,138th value,139th value,140th value,141th value,142th value,143th value,144th value,145th value,146th value,147th value,148th value,149th value,150th value,151th value,152th value,153th value,154th value,155th value,156th value,157th value,158th value,159th value,160th value,161th value,162th value,163th value,164th value,165th value,166th value,167th value,168th value,169th value,170th value,171th value,172th value,173th value,174th value,175th value,176th value,177th value,178th value,179th value,180th value,181th value,182th value,183th value,184th value,185th value,186th value,187th value,188th value,189th value,190th value,191th value,192th value,193th value,194th value,195th value,196th value,197th value,198th value,199th value,200th value,201th value,202th value,203th value,204th value,205th value,206th value,207th value,208th value,209th value,210th value,211th value,212th value,213th value,214th value,215th value,216th value,217th value,218th value,219th value,220th value,221th value,222th value,223th value,224th value,225th value,226th value,227th value,228th value,229th value,230th value,231th value,232th value,233th value,234th value,235th value,236th value,237th value,238th value,239th value,240th value,241th value,242th value,243th value,244th value,245th value,246th value,247th value,248th value,249th value,250th value,genre,type
1370,11,229,906,61,93,1,18,21,195,29,15,345,1284,2,1244,1396,24,159,26,8,117,487,64,9,6,3250,34,24,159,26,8,117,487,64,9,6,3250,34,61,570,197,3,448,1,9,17,34,178,149,14,55,371,8,7,9,53,2603,2241,150,29,14,480,9,8,100,1561,56,1,242,16,193,300,2,14,947,17,9,8,34,992,9,11,229,1590,9,8,100,1561,56,1,242,16,193,300,2,14,947,17,9,8,34,992,18,591,31,1,2131,591,230,3481,87,1590,5871,16,31,191,179,3513,220,439,19,52,5,661,72,174,1,164,829,347,5,8,21,72,1,193,300,287,186,684,7,85,1,12,574,400,161,4778,1700,12,188,26,115,2178,1570,46,24,1,786,9,11,561,117,447,159,56,164,21,369,345,174,893,57,46,865,159,9,4,1579,1138,51,44,57,46,865,159,61,570,197,3,448,1,9,17,34,178,149,14,55,371,8,7,9,53,2603,2241,150,29,14,480,9,8,100,1561,56,1,242,16,193,300,2,14,947,17,9,8,34,992,9,11,229,1590,9,8,100,1561,56,1,242,16,193,300,2,14,947,17,9,8,34,992,1,train
1371,1294,76,3,226,35,5,347,225,6707,341,3,1660,3402,2059,3,126,556,489,109,274,10,3,85,5,765,10,567,615,2056,5757,1856,704,5,986,834,126,634,621,4223,21,753,1321,4,895,19,10,2009,67,274,19,10,67,5990,4,147,5293,11,753,1693,3136,6516,149,19,167,150,166,17,598,871,32,1344,345,718,2179,4344,1720,4696,14,274,19,5966,32,1,280,228,2815,101,2059,1,266,228,421,101,2059,1,122,7056,2,4736,2059,1,251,2,1696,1721,2059,1,2059,1,2059,1,2059,1,2059,1,2185,19,2,2252,10,87,400,5321,18,625,485,3316,2,119,43,33,2363,2270,19,6,70,223,502,1109,149,834,67,2474,548,79,2,5801,149,149,798,2614,21,1906,2626,830,5,4081,544,1022,240,221,5,3301,3373,87,1653,569,4698,2644,3539,830,5,316,361,319,1660,58,635,3234,21,206,70,2094,7,11,1256,6506,24,1,6,725,37,369,3787,70,7,414,1594,1,365,3095,498,125,61,7,11,4482,294,221,33,625,126,735,124,1692,365,544,1022,280,228,2815,101,2059,1,266,228,421,101,2059,1,122,7056,2,4736,2059,1,251,2,1696,1721,2059,1,2059,1,2059,1,2059,1,2059,1,1,train
1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,40,228,274,788,2323,132,40,106,3,176,453,1156,3,773,1,788,5997,4,2,30,17,915,32,18,194,19,62,498,1501,4,387,536,640,76,32,62,671,521,12,38,399,604,1814,35,17,68,5,1639,6,735,19,2,519,7057,44,1934,124,617,766,18,497,301,1,84,327,5,8,117,149,190,65,341,150,17,915,41,1757,92,64,18,738,1934,124,1027,8,1934,124,1027,8,400,721,100,516,484,35,1934,124,1027,8,400,721,100,516,484,35,1087,228,1,569,18,74,511,2,126,1087,1278,225,534,117,13,2193,5,8,1551,23,27,41,1445,121,323,3454,1,569,1,531,4,1579,718,569,2,1710,551,1,44,208,2659,24,88,18,2072,4199,12,939,1,205,126,1949,10,55,569,6,85,101,1088,1949,1790,93,4,5223,479,15,1278,534,194,1,274,2,540,1203,3,402,895,8,68,340,13,11,15,71,1,77,1,1934,124,1027,8,1934,124,1027,8,400,721,100,516,484,35,1934,124,1027,8,400,721,100,516,484,35,1,train
1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,251,544,2694,2087,6,1754,93,4,9,6,3801,1042,5828,1479,2136,1590,1654,2140,19,2,9,12,701,6016,114,1590,13,130,166,12,81,9,628,178,9,12,2,142,32,3355,51,450,1329,77,32,9,12,1574,72,7,6,2491,4084,93,9,60,7,6,330,854,193,3085,4,193,103,103,101,532,9,11,121,616,3495,123,35,193,16,671,671,41,4547,1049,685,85,2,142,47,48,70,40,34,55,7058,2087,93,12,886,6979,4764,41,1610,202,988,75,41,20,105,1998,276,64,194,19,904,9,12,13,3248,20,219,18,58,546,61,1574,72,7,6,2491,4084,93,1,train
1374,13,17,18,71,61,326,44,164,21,326,600,9,32,1004,5,51,77,326,600,13,529,100,1085,916,2906,149,14,129,1012,2,24,3,548,149,1148,501,100,516,122,3,4392,720,91,4,511,19,3,70,264,69,4,47,24,10,121,479,16,14,3637,330,532,1,49,10,706,3395,107,418,122,3,4392,7,6,995,100,286,26,8,1303,20,169,213,154,101,1245,3637,330,532,1,49,10,495,14,107,418,7,11,57,9,12,113,279,434,5,8,65,220,9,78,265,49,2,1708,15,77,87,72,2034,34,55,49,7,6,995,157,725,14,9,12,145,159,29,15,23,19,2,437,56,49,275,169,9,11,346,5,994,10,9,60,33,93,47,23,1064,5,51,77,92,738,26,44,18,34,195,23,19,2,14,211,8,2024,66,186,13,354,24,1263,122,1207,34,179,29,14,13,3470,10,2034,109,3101,173,5,8,38,122,3,4392,720,91,4,511,19,3,70,264,69,4,47,24,10,121,479,16,14,3637,330,532,1,49,10,706,3395,107,418,122,3,4392,7,6,995,100,286,26,8,1303,20,169,213,154,101,1245,3637,330,532,1,49,10,495,14,107,418,1,train
1375,29,177,133,1632,2,65,55,971,43,18,359,9,12,133,9,11,581,226,48,33,986,7,11,297,9,363,117,337,1,251,2,211,1689,22,187,2,152,823,92,564,155,783,610,9,8,1,1,22,264,106,4,9,8,150,113,22,155,251,2,63,15,237,9,6,91,3,50,214,26,44,3343,22,65,181,9,8,291,3,24,1,40,5,8,9,6,91,3,171,22,50,238,217,1418,56,106,2,65,85,1,15,1632,1632,5,106,4,26,8,150,55,9,60,5,8,1,264,155,581,90,9,12,50,258,29,177,133,1632,2,65,55,971,43,165,234,26,44,163,73,378,2,119,278,247,380,27,549,393,782,2,69,2,455,353,9,6,69,105,5,8,163,1138,106,3802,150,31,1,164,668,92,278,520,165,2,69,9,32,393,208,2,119,187,2,778,15,443,187,5,73,3,1040,9,16,5,62,41,832,9,16,5,62,41,20,146,106,492,55,50,217,2,349,69,2,277,6809,15,1632,492,5,74,238,159,1632,5,106,4,26,8,150,55,9,60,5,8,1,264,155,581,90,9,12,50,258,29,177,133,1632,2,65,55,971,43,1,train
1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,17,109,95,19,3,164,1147,297,717,1431,31,47,5,8,1181,715,56,142,12,188,2392,1737,301,3,1,489,13,141,5341,84,71,85,193,511,2154,5073,5,8,61,169,22,193,989,16,39,150,297,9,12,89,29,11,14,229,20,217,4701,4155,24,72,147,20,1,1421,229,51,77,21,136,26,8,175,64,1418,30,29,15,1293,26,8,1873,793,32,254,1458,254,149,2036,205,366,298,24,390,127,9,6,342,3,3766,2599,8,268,18,2092,17,109,95,19,3,164,1147,297,717,1431,31,47,5,8,1181,715,56,142,12,188,2392,1737,301,3,1,489,13,141,5341,1190,268,18,24,2,39,1175,26,8,534,4095,19,10,21,216,24,390,103,228,306,31,133,9,306,24,56,55,46,230,27,34,450,159,237,1458,254,149,9,81,213,5,8,268,2092,17,109,95,19,3,164,1147,297,717,1431,31,47,5,8,1181,715,56,142,12,188,2392,1737,301,3,1,489,13,141,5341,1,train
1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,1,2167,20,219,30,29,517,14,534,24,21,153,6,3478,1865,30,31,1,1369,137,5795,21,3786,32,50,20,221,64,2465,4738,1182,9,4182,11,23,16,1148,84,1577,100,1988,77,821,3916,2,1455,34,1973,5,1391,12,1643,1510,16,388,1035,53,519,6762,247,3,1360,2509,839,3916,3,6820,4,710,416,1,1188,1192,16,253,32,1431,249,22,1513,10,3554,33,1890,53,701,6505,10,311,3,137,1862,23,53,4013,3,249,826,12,169,23,53,1667,2,4728,2,647,30,23,53,204,199,177,561,249,390,1939,149,316,2,134,630,478,99,149,589,13,511,4,1898,21,216,39,218,75,16,2672,2079,3,462,2918,661,157,128,14,305,1,50,58,4270,1796,6,375,12,225,2957,1,213,1711,12,1275,57,888,239,11,7009,4,387,189,4678,3113,12,1,train
1378,5,415,3,9,8,1167,1,9,12,276,1,13,1550,328,294,1,242,602,31,1,61,276,1,354,5,8,150,9,12,3895,368,10,144,230,237,1,629,741,1,2640,12,16,11,1743,2,119,3084,52,4,3784,3,842,35,52,6,2005,35,1743,13,39,48,1,490,19,311,3,1334,1119,1,118,69,13,864,19,3,17,56,1276,1,113,189,23,1457,7,11,106,3,432,17,144,481,143,99,9,60,7,118,276,1,354,2,23,517,31,1,61,293,44,1,118,5,415,3,9,8,1167,1,9,12,276,1,13,1550,328,294,1,242,602,31,1,61,276,1,354,61,276,1,354,2,69,10,100,695,2,801,173,20,3436,901,20,3436,5,8,117,181,5,874,91,5,4393,22,166,12,362,144,189,66,164,21,235,8,68,613,226,944,57,34,11,121,1,14,7,11,181,115,37,35,54,185,44,100,126,189,66,101,164,21,796,18,83,8,3933,478,2638,22,141,16,14,4655,4,283,18,118,276,1,354,2,23,517,31,1,61,293,44,1,118,5,415,3,9,8,1167,1,9,12,276,1,13,1550,328,294,1,242,602,31,1,61,276,1,354,1,train
1379,181,9,6,166,4,5024,32,1192,1,213,109,1,2954,5,8,976,1,9,16,2700,6559,233,1012,243,109,1,16,352,17,65,346,16,57,21,2123,248,321,16,57,346,233,7,1094,39,462,68,46,1104,957,490,3,26,44,163,1441,2,44,706,7,27,1392,30,154,4,5,8,1,21,270,287,37,237,34,24,1,21,72,2,44,884,1550,1338,83,8,15,39,68,128,5581,51,128,6,3545,3,518,26,44,61,182,1,420,666,3803,2,617,1341,816,57,171,47,582,77,102,36,56,208,401,4647,361,7,4754,105,1718,1177,83,8,391,995,142,53,39,68,1648,4556,169,252,1593,24,1,21,259,2,66,16,116,1,16,444,218,177,5520,1015,137,71,9,831,1059,3,278,13,294,4,249,1059,3,165,176,31,1,690,345,9,17,312,22,13,3684,4,3080,30,849,119,396,354,4273,757,1241,141,101,102,573,2,24,31,1,281,41,231,391,57,646,1,61,145,90,287,37,237,34,24,1,21,72,2,44,884,1550,1338,83,8,15,39,68,128,5581,51,128,6,3545,3,518,26,44,61,182,1,420,666,3803,2,617,1341,816,57,171,47,582,77,102,36,1,train
1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,488,2368,1216,17,546,117,82,2,161,23,27,41,234,22,223,34,226,146,546,154,101,481,110,93,101,5,408,361,2,546,154,101,40,11,5,2837,2027,2,701,581,90,884,373,172,7042,4964,220,23,19,3,4162,13,294,90,4951,1,2,4006,9,6,422,1353,52,4,14,18,2055,31,1,370,2480,741,101,155,7,6,194,19,10,72,107,349,2707,825,174,14,231,308,2076,3372,8,984,1000,1753,1148,150,41,2002,5741,11,39,1465,36,956,1158,1542,39,4,761,741,32,43,2,119,3977,4,132,36,122,39,1863,204,35,1822,8,161,40,101,2064,31,1,39,137,5,433,10,772,519,2463,2,308,55,442,521,1,22,886,57,482,148,2,161,546,154,101,162,101,179,71,3519,10,461,489,32,612,223,39,234,223,31,234,461,488,2368,1216,17,546,117,82,2,161,23,27,41,234,22,223,34,226,146,546,154,101,481,110,93,101,5,408,361,2,546,154,101,1,train
1381,145,4394,2,152,281,5,536,62,51,77,326,299,5211,30,307,93,4,7059,47,1203,3,988,1729,1521,4,69,41,108,3,400,58,34,117,20,93,47,149,423,65,129,881,58,5,49,3,221,1,3007,8,30,129,227,65,305,1,2619,31,1,131,239,1,40,101,2101,387,3112,834,3552,398,39,653,376,1,692,361,33,147,49,19,6,2065,19,3,1955,317,15,77,207,351,11,149,413,81,95,2,39,7,4394,2,152,221,43,5,8,1,51,467,145,4394,2,152,281,5,536,62,51,77,326,299,5211,30,307,93,4,7059,47,1203,3,988,1729,1521,4,69,41,108,3,610,90,285,3,216,151,6,8,152,634,90,541,20,1218,39,33,17,1822,450,31,30,77,102,36,54,143,145,1653,18,20,145,530,3623,347,17,38,34,11,417,22,216,123,1216,9,60,18,536,3,145,650,534,31,47,4394,2,30,129,5,8,20,221,1875,2,395,20,2,43,57,33,93,47,66,3,189,38,4394,2,152,221,43,5,8,1,51,467,145,4394,2,152,281,5,536,62,51,77,326,299,5211,30,307,93,4,7059,47,1203,3,988,1729,1521,4,69,41,108,3,1,train
1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5146,27,5,3754,10,2023,167,3690,4,131,4,338,131,4,338,923,1396,439,57,11,2992,12,1697,4,3269,67,58,79,1235,3269,12,706,18,467,238,4,21,2360,66,10,151,3,34,608,608,608,5,1022,130,593,10,673,72,1022,2394,593,3,3777,27,72,5,2394,1987,1,2394,3,118,2,2394,5128,34,36,5,280,4,4749,2,362,4353,274,4353,274,444,105,728,75,10,67,253,34,728,7060,65,1120,3962,12,507,72,5,2394,306,507,36,34,309,785,374,5,2394,830,44,17,1300,5,3692,47,274,53,1030,72,1489,5128,7060,65,7060,65,93,4,5,10,3095,122,656,1725,1328,4,497,38,697,1124,32,774,172,53,164,5582,1,18,1036,26,70,11,1036,5,4,1,train
1383,4054,2645,478,35,163,66,2553,5,32,163,2645,478,35,163,66,2553,5,32,163,2107,281,718,24,2479,2107,281,342,2,1128,290,342,2,1128,739,5337,179,40,1429,2398,4,5337,5337,179,40,1429,2398,4,5337,1022,62,158,5953,20,4,15,8,39,68,305,10,4395,408,3,711,6830,5721,628,1375,1106,628,1375,1106,628,1375,1106,628,1375,1106,628,24,1263,4779,282,1,210,265,2267,1877,628,24,1263,4779,282,65,567,35,174,88,71,346,4011,2981,1,998,2872,2,4658,1,392,108,1043,4664,62,803,49,19,6,6682,5,8,928,2629,396,4,7061,3,1172,2087,5291,187,21,195,718,24,2479,187,21,195,187,3340,92,187,21,195,187,5,2007,186,5922,2721,718,24,2479,5922,2721,784,27,135,184,1429,550,237,502,1429,311,27,100,1429,311,2731,72,4700,1,2332,31,70,1991,72,1991,1,2332,31,70,2009,72,1862,2332,31,70,2332,31,70,2731,72,4700,1,2332,31,70,1991,72,1991,1,2332,31,70,2009,72,1862,2332,31,70,36,135,39,1334,628,1375,1106,628,1375,1106,628,1375,1106,628,1375,1106,628,24,1263,4779,282,1,210,265,2267,1877,628,24,1263,4779,282,65,567,35,174,88,71,346,1,train
1384,39,199,6478,1284,3704,1284,4,837,1733,18,1512,93,1,65,977,199,132,36,5731,3,2719,521,31,1,384,12,199,40,11,4009,3481,4089,964,18,77,648,36,50,3481,5,3369,977,169,15,40,11,512,1835,574,85,750,560,3916,3,3783,10,99,132,10,519,1400,782,594,4262,3869,132,576,199,107,65,404,1115,964,263,64,73,594,27,1252,912,509,199,5342,35,2808,2642,1056,912,509,2218,199,35,1056,912,509,7063,199,2485,128,727,1056,3369,2,151,17,34,1300,70,21,70,697,1124,1,151,1657,40,18,697,1124,1,151,515,5066,4,3491,4,2397,642,2230,198,4,93,4,24,1,17,2048,2,1476,26,204,68,400,151,2,65,399,467,346,32,3369,4,151,3,21,462,54,41,880,202,88,199,99,21,462,54,65,721,265,65,56,174,399,2,107,346,233,107,265,35,1988,281,18,151,3,515,21,462,54,54,3369,4,489,8,996,4780,388,4781,18,39,147,38,284,977,3,38,18,2669,145,90,174,324,38,4387,28,4782,18,151,3,515,21,462,54,54,3369,4,489,8,996,4780,388,4781,18,39,147,38,284,977,3,38,18,2669,145,90,174,324,38,4387,28,4782,1,train
1385,145,621,3317,11,384,3361,17,18,17,5,1804,3,141,101,5,1301,11,3518,93,4,15,561,117,34,2555,2,119,221,6022,5,5,729,478,30,129,647,18,7,27,147,39,1691,5,280,151,461,2852,4,39,1297,1301,11,542,792,947,18,7,27,147,39,1691,5,280,151,461,2852,4,39,1297,1301,11,542,792,947,5,151,221,2451,106,66,10,110,6601,44,5123,370,986,710,4603,932,1044,2111,3493,2140,5,3427,730,931,285,21,395,68,207,4279,420,368,471,13,266,11,2,5148,12,519,44,4783,10,5881,317,3627,1,21,1473,444,221,881,62,1300,7,6,66,3,378,921,37,1088,5,993,8,6837,32,347,1740,16,2830,2,68,5023,648,4,771,172,2805,3,214,178,462,4636,349,1968,2659,5,8,534,502,1060,704,3516,32,1088,155,1894,2233,124,179,3493,446,24,1,223,2118,461,489,32,16,31,645,5,66,6,1284,10,2974,2452,14,151,674,918,2150,67,4162,21,5,115,979,415,31,2852,327,27,830,26,18,7,27,147,39,1691,5,280,151,461,2852,4,39,1297,1301,11,542,792,947,18,7,27,147,39,1691,5,280,151,461,2852,4,39,1297,1301,11,542,792,947,1,train
1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,75,600,14,103,16,120,892,5,788,1726,10,3070,60,6451,2208,11,2099,741,32,35,76,1034,3345,19,3,17,3,669,125,240,35,2337,13,115,48,169,49,19,330,3612,635,72,342,19,2,830,198,1746,350,2,5090,4243,53,316,62,2,4551,1030,54,1090,18,191,464,442,6,838,12,38,157,74,16,1,22,2627,442,52,9,60,7,216,171,31,1,96,6,1326,2721,21,1020,54,2,6455,3,7,75,10,770,1091,4243,53,944,226,226,226,110,226,4243,53,944,226,226,226,110,226,2,1184,60,1913,2298,230,2317,7,91,2,675,4097,10,1998,548,26,130,26,2207,157,23,16,71,122,41,263,15,4551,64,69,1306,9,6,3630,4,18,1090,18,580,9,6,2396,300,47,12,38,157,74,16,1,22,2627,442,52,9,60,7,216,171,31,1,96,6,1326,2721,21,1020,54,2,6455,3,7,75,10,770,1091,4243,53,944,226,226,226,110,226,4243,53,944,226,226,226,110,226,1,train
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,1,4354,1,4396,6,4227,461,3970,6,404,62,154,12,1784,24,328,166,115,429,31,1,66,19,4,1155,1613,21,6,73,81,1,6540,186,662,51,23,19,3,93,47,244,1,319,2777,76,2168,20,13,1039,256,6278,6,894,1081,308,282,282,285,216,6363,1011,19,21,5,8,1,44,65,79,406,2194,1355,66,19,17,155,232,3860,1,29,14,2380,15,162,232,319,1,397,14,2401,374,72,2344,374,72,6,142,41,107,374,72,374,72,34,2380,1040,724,341,115,2142,6,733,41,107,2,266,6,95,194,19,2860,733,154,297,1887,6,630,3,520,114,341,3,206,130,3,206,2226,4261,336,206,952,849,1283,1179,12,988,2,82,4,1651,382,733,19,1199,341,3,789,26,44,336,789,309,130,2465,2,82,349,2801,113,2143,2430,2143,157,130,14,1441,141,4212,88,450,1,15,154,16,1583,15,95,1,287,3,13,349,2801,113,2143,2430,2143,157,130,14,1441,141,4212,88,450,1,15,154,16,1583,15,95,1,287,3,3279,189,13,33,369,2692,114,8,369,341,62,723,95,1,287,3,1,train
1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1060,66,4,851,14,87,162,4,5,164,12,9,78,602,26,66,52,4,33,548,745,6,306,3,462,4669,2695,1220,9,1457,364,164,986,46,1559,4,1009,54,163,166,105,174,8,34,1172,8,152,2,119,34,2,119,602,5,210,1180,26,51,77,9,12,278,35,287,37,1009,635,9,6,1559,246,9,628,197,344,2,643,122,246,26,696,10,135,243,58,279,5,8,109,2304,66,6,4546,2,306,2640,12,639,234,2703,57,9,27,639,154,5016,141,1064,87,20,113,143,15,460,9,12,1502,54,7,418,56,2,119,5,8,34,109,1009,54,163,166,105,174,8,34,1172,8,152,2,119,34,2,119,602,5,210,1180,26,51,77,9,12,278,35,287,37,1009,635,9,6,1559,246,9,628,197,344,2,643,122,246,1,train
1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,346,19,2097,5648,167,15,1062,1944,32,1,194,446,24,1,829,21,1671,173,7065,3611,404,126,82,4,693,687,20,214,247,18,1696,361,14,489,842,32,635,3,169,3,124,13,463,4,37,1060,1281,11,194,12,732,166,32,113,154,2466,1587,8,265,2,1176,19,103,16,71,113,189,194,19,27,788,1726,181,137,132,67,64,165,395,44,65,592,439,19,2,928,2629,24,324,122,186,240,56,181,4303,3,1,570,372,414,398,672,62,602,886,6032,4651,60,2725,3,5693,6718,179,40,16,1477,4733,509,4,1373,848,1203,124,5323,408,3556,848,10,30,10,14,84,1537,194,1683,3,377,682,1,274,1989,2052,8,5179,49,4,1744,274,888,8,625,372,4,536,6,430,12,2885,54,194,1,train
1390,1646,106,10,31,648,36,69,2,30,3,34,941,5,106,6,2771,11,20,282,12,625,34,1833,300,173,735,62,24,10,39,70,323,174,260,16,18,106,447,12,1,40,11,807,151,447,1,40,11,1086,1558,323,162,4,1244,12,462,682,5,4784,1118,715,56,9,21,35,18,106,447,12,1,40,11,807,151,447,1,40,11,1086,1558,323,162,4,1244,12,462,682,5,4784,1118,715,56,9,21,35,49,19,10,46,24,1,106,1057,106,48,1057,628,600,5655,600,4640,12,102,29,11,14,423,56,505,14,313,298,18,1057,15,49,19,2,24,1,5166,8,152,54,247,58,118,69,41,106,3,432,58,432,152,54,71,8,46,687,190,151,3,92,273,1646,106,10,31,648,36,69,2,30,3,34,941,5,106,6,2771,11,20,282,12,625,34,1833,300,173,735,62,24,10,39,70,323,174,260,16,18,106,447,12,1,40,11,807,151,447,1,40,11,1086,1558,323,162,4,1244,12,462,682,5,4784,1118,715,56,9,1384,206,18,106,447,12,1,40,11,807,151,447,1,40,11,1086,1558,323,162,4,1244,12,462,682,5,4784,1118,715,56,9,1384,206,1,train
1391,468,11,2130,388,4936,53,2130,23,41,9,60,144,162,32,324,179,1773,15,143,23,41,4240,1773,15,193,142,32,61,454,1773,15,564,143,23,41,9,60,63,719,133,222,9,6,851,363,461,242,649,133,9,6,851,363,367,26,74,4,367,7,11,311,2,70,203,4,851,238,1,33,133,222,9,6,851,363,461,242,649,133,9,6,851,363,367,26,74,4,367,7,11,311,2,70,203,4,851,238,1,33,157,23,16,1,22,851,363,204,1,133,9,6,851,363,1298,1,7,11,9,6,851,363,175,64,74,4,1177,3,4935,1332,6852,12,392,6033,2564,12,90,2076,12,5310,90,6312,5310,90,21,1,5,948,1070,6898,125,346,32,175,64,851,363,9,6,851,363,2,119,31,133,17,1481,786,24,1,704,2166,31,270,5,3,105,2334,477,463,10,6407,2,68,252,251,154,5016,4680,61,1,133,222,9,6,851,363,461,242,649,133,9,6,851,363,367,26,74,4,367,7,11,311,2,70,203,4,851,238,1,33,157,23,16,1,22,851,363,204,1,133,9,6,851,363,1298,1,7,11,9,6,851,363,175,64,74,4,1177,3,4935,1332,1,train
1392,501,6,2809,2,119,171,38,103,251,544,1312,5,1597,62,905,2,225,46,1804,10,5343,2,199,18,565,102,44,30,4098,19,7,237,64,2767,65,5110,81,638,32,2,825,216,22,2,119,1560,38,106,6,1193,12,1602,50,214,5780,3520,62,219,485,129,238,34,2382,1,5,244,12,905,37,1597,1,1640,71,46,2,23,2,5767,5,8,225,2,23,19,10,65,690,564,171,31,1,7,6,3482,2,119,967,104,6,420,68,31,84,52,4,163,511,62,3085,21,54,3038,1088,17,1318,2,31,68,238,572,18,85,182,1,76,3,1294,720,186,5032,65,135,250,7034,4022,825,101,443,1071,1057,272,73,10,218,14,746,10,1006,4,150,5492,53,2838,18,50,38,2809,1189,14,564,1677,77,38,3599,203,5887,92,434,528,171,22,5,2720,12,124,7,237,64,2767,65,5110,81,638,32,2,825,216,22,2,119,1560,38,106,6,1193,12,1602,50,214,5780,3520,62,219,485,129,238,34,2382,1,5,244,12,2239,97,482,74,1,1796,173,1896,5,92,430,3512,5344,2,5,76,105,50,1608,30,4554,10,28,111,35,255,70,161,5,8,182,1,545,245,300,219,953,2,1,train
